concept,concept_type,name_short,name,name_catalog,description,tags,unit,domain,indicator_url
foradl_fast_post,measure,Förädlingsvärde,Förädlingsvärde (Post- och kurirverksamhet (euro (Fasta priser(2020)))),Post- och kurirverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_hotell,measure,Förädlingsvärde,Förädlingsvärde (Hotell- och restaurangverksamhet (euro (Fasta priser(2020)))),Hotell- och restaurangverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_info_komm,measure,Förädlingsvärde,Förädlingsvärde (Information och kommunikation (euro (Fasta priser(2020)))),Information och kommunikation ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_forlag_prod,measure,Förädlingsvärde,Förädlingsvärde (Förlagsverksamhet: produktion av film samt video och TV-program: ljudinspelning: programverksamhet och radio- och TV-sändningar (euro (Fasta priser(2020)))),Förlagsverksamhet: produktion av film samt video och TV-program: ljudinspelning: programverksamhet och radio- och TV-sändningar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_forlag,measure,Förädlingsvärde,Förädlingsvärde (Förlagsverksamhet (euro (Fasta priser(2020)))),Förlagsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_prod_film,measure,Förädlingsvärde,Förädlingsvärde (Produktion av film samt video och TV-program: programverksamhet och radio- och TV-sändningar (euro (Fasta priser(2020)))),Produktion av film samt video och TV-program: programverksamhet och radio- och TV-sändningar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_telekom,measure,Förädlingsvärde,Förädlingsvärde (Telekommunikation (euro (Fasta priser(2020)))),Telekommunikation ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_dataprog,measure,Förädlingsvärde,Förädlingsvärde (Dataprogrammering samt datakonsultverksamhet och informationsförmedling (euro (Fasta priser(2020)))),Dataprogrammering samt datakonsultverksamhet och informationsförmedling ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_finans,measure,Förädlingsvärde,Förädlingsvärde (Finansiell verksamhet och försäkringsverksamhet (euro (Fasta priser(2020)))),Finansiell verksamhet och försäkringsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_finans_ej_forsakring,measure,Förädlingsvärde,Förädlingsvärde (Finansiella tjänster utom försäkring och pensionsfondsverksamhet (euro (Fasta priser(2020)))),Finansiella tjänster utom försäkring och pensionsfondsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_forsakring,measure,Förädlingsvärde,Förädlingsvärde (Försäkrings- återförsäkrings- och pensionsfondsverksamhet (utom obligatorisk socialförsäkring) (euro (Fasta priser(2020)))),Försäkrings- återförsäkrings- och pensionsfondsverksamhet (utom obligatorisk socialförsäkring),Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_finans_stod,measure,Förädlingsvärde,Förädlingsvärde (Stödtjänster till finansiella tjänster och försäkringsverksamhet (euro (Fasta priser(2020)))),Stödtjänster till finansiella tjänster och försäkringsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_fastighet,measure,Förädlingsvärde,Förädlingsvärde (Fastighetsverksamhet (euro (Fasta priser(2020)))),Fastighetsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_hyror,measure,Förädlingsvärde,Förädlingsvärde (Tillräknade hyror för ägarbebodda bostäder (euro (Fasta priser(2020)))),Tillräknade hyror för ägarbebodda bostäder ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_jur_veten_admin,measure,Förädlingsvärde,Förädlingsvärde (Tjänster inom juridik och ekonomi samt vetenskap och teknik: administrativa tjänster och stödtjänster (euro (Fasta priser(2020)))),Tjänster inom juridik och ekonomi samt vetenskap och teknik: administrativa tjänster och stödtjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_jur_veten,measure,Förädlingsvärde,Förädlingsvärde (Verksamhet inom juridik: ekonomi samt vetenskap och teknik (euro (Fasta priser(2020)))),Verksamhet inom juridik: ekonomi samt vetenskap och teknik ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_jur_konsult_arki,measure,Förädlingsvärde,Förädlingsvärde (Juridisk konsultverksamhet och bokföringsverksamhet: huvudkontorsverksamhet: konsultverksamhet avseende företagsledning: arkitekt- och ingenjörsverksamhet: teknisk provning och analys (euro (Fasta priser(2020)))),Juridisk konsultverksamhet och bokföringsverksamhet: huvudkontorsverksamhet: konsultverksamhet avseende företagsledning: arkitekt- och ingenjörsverksamhet: teknisk provning och analys ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_jur_konsult,measure,Förädlingsvärde,Förädlingsvärde (Juridisk konsultverksamhet och bokföringsverksamhet: huvudkontorsverksamhet: konsultverksamhet inom management (euro (Fasta priser(2020)))),Juridisk konsultverksamhet och bokföringsverksamhet: huvudkontorsverksamhet: konsultverksamhet inom management ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_arki,measure,Förädlingsvärde,Förädlingsvärde (Arkitekt- och ingenjörsverksamhet: teknisk provning och analys (euro (Fasta priser(2020)))),Arkitekt- och ingenjörsverksamhet: teknisk provning och analys ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_vetenskap,measure,Förädlingsvärde,Förädlingsvärde (Vetenskaplig forskning och utveckling (euro (Fasta priser(2020)))),Vetenskaplig forskning och utveckling ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_reklam_veterinar,measure,Förädlingsvärde,Förädlingsvärde (Reklam och marknadsundersökningar: andra fria yrken samt vetenskapliga och tekniska tjänster: veterinärverksamhet (euro (Fasta priser(2020)))),Reklam och marknadsundersökningar: andra fria yrken samt vetenskapliga och tekniska tjänster: veterinärverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_reklam,measure,Förädlingsvärde,Förädlingsvärde (Reklam och marknadsundersökningar (euro (Fasta priser(2020)))),Reklam och marknadsundersökningar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_annan_jur,measure,Förädlingsvärde,Förädlingsvärde (Annan verksamhet inom juridik: ekonomi samt vetenskap och teknik: veterinärverksamhet (euro (Fasta priser(2020)))),Annan verksamhet inom juridik: ekonomi samt vetenskap och teknik: veterinärverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_admin,measure,Förädlingsvärde,Förädlingsvärde (Administrativa tjänster och stödtjänster (euro (Fasta priser(2020)))),Administrativa tjänster och stödtjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_uthyr,measure,Förädlingsvärde,Förädlingsvärde (Uthyrning och leasing (euro (Fasta priser(2020)))),Uthyrning och leasing ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_arb_form,measure,Förädlingsvärde,Förädlingsvärde (Arbetsförmedling (euro (Fasta priser(2020)))),Arbetsförmedling ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_rese,measure,Förädlingsvärde,Förädlingsvärde (Resebyråer samt researrangörer och andra resetjänster samt därmed förenlig verksamhet (euro (Fasta priser(2020)))),Resebyråer samt researrangörer och andra resetjänster samt därmed förenlig verksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_sakerhet,measure,Förädlingsvärde,Förädlingsvärde (Säkerhets- och utredningsverksamhet: service och landskapsvård: kontorsadministration och stödtjänster (euro (Fasta priser(2020)))),Säkerhets- och utredningsverksamhet: service och landskapsvård: kontorsadministration och stödtjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_offent_halso,measure,Förädlingsvärde,Förädlingsvärde (Offentlig förvaltning: försvar: utbildning: hälso- och sjukvård samt sociala tjänster (euro (Fasta priser(2020)))),Offentlig förvaltning: försvar: utbildning: hälso- och sjukvård samt sociala tjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_offent_forsvar,measure,Förädlingsvärde,Förädlingsvärde (Offentlig förvaltning och försvar: obligatorisk socialförsäkring (euro (Fasta priser(2020)))),Offentlig förvaltning och försvar: obligatorisk socialförsäkring ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_utb,measure,Förädlingsvärde,Förädlingsvärde (Utbildning (euro (Fasta priser(2020)))),Utbildning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_halso_soc,measure,Förädlingsvärde,Förädlingsvärde (Hälso- och sjukvård samt sociala tjänster (euro (Fasta priser(2020)))),Hälso- och sjukvård samt sociala tjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_halso,measure,Förädlingsvärde,Förädlingsvärde (Hälsovård och sjukvård (euro (Fasta priser(2020)))),Hälsovård och sjukvård ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_fast_vard,measure,Förädlingsvärde,Förädlingsvärde (Vård och omsorg och sociala tjänster utan boende (euro (Fasta priser(2020)))),Vård och omsorg och sociala tjänster utan boende ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,fasta,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
